sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,PROLIFICPID,SESSIONID,SURVEYID,Q1,Q2,Q3,Q4,CBC_Random1,CBC_Random2,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random7,CBC_Random8,CBC_Random9,CBC_Random10,CBC_Random11,CBC_Random12,CBCSwipe_Con1,CBCSwipe_Con2,CBCSwipe_Con3,CBCSwipe_Con4,CBCSwipe_Con5,CBCSwipe_Con6,CBCSwipe_Con7,CBCSwipe_Con8,CBCSwipe_Con9,CBCSwipe_Con10,CBCSwipe_Con11,CBCSwipe_Con12,CBCSwipe_Con13,CBCSwipe_Con14,CBCSwipe_Con15,CBCSwipe_Con16,CBCSwipe_Con17,CBCSwipe_Con18,CBCSwipe_Con19,CBCSwipe_Con20,CBCSwipe_Con21,CBCSwipe_Con22,CBCSwipe_Con23,CBCSwipe_Con24,CBCSwipe_Con25,CBCSwipe_Con26,CBCSwipe_Con27,CBCSwipe_Con28,CBCSwipe_Con29,CBCSwipe_Con30,CBCSwipe_Con31,CBCSwipe_Con32,CBCSwipe_Con33,CBCSwipe_Con34,CBCSwipe_Con35,CBCSwipe_Con36,Gender,Age,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Education,Income,Experience,Satisfaction_1,Satisfaction_2,Satisfaction_3,Satisfaction_4,Satisfaction_5,Satisfaction_6,Satisfaction_7,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27
29,10 Mar 2023 - 19:14:21 MST,10 Mar 2023 - 19:19:00 MST,279,279,1678500861,1678501140,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,Safari 604.1,2601:47:4581:cae0:794b:4555:461e:4315,390,,5eecec23f0bc7e0bd9684089,640be3ea2e89a18df8009de2,64024c13edfbd03a3efa7bb9,4,2,4,3,3,1,1,4,2,4,4,3,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,29,CBC1_1674746525_6,,14,4,7,16,14,61,14,17,15,10,10,8,6,7,9,29,6,,,3,4,3,4,3,3,12
30,10 Mar 2023 - 19:15:57 MST,10 Mar 2023 - 19:23:24 MST,447,446,1678500957,1678501404,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; B140DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",Android 11,Chrome 109.0.0.0,174.203.244.131,412,,5994e9b2f9db7d0001895864,640be4408c54bd6463756351,64024c13edfbd03a3efa7bb9,3,1,2,3,3,5,5,2,3,5,5,4,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,0,0,0,0,0,7,3,2,0,0,0,1,1,0,0,30,CBC1_1674746525_6,,13,7,6,12,40,74,58,21,22,18,16,28,17,19,17,12,12,,,3,4,3,6,7,5,26
31,10 Mar 2023 - 19:16:32 MST,10 Mar 2023 - 19:24:56 MST,504,501,1678500992,1678501496,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2600:8806:0:cf00:ec8c:a967:2f03:f5,360,,63e7afdfddb7ebfd0de0ec76,640be43d2e89a18df8009de7,64024c13edfbd03a3efa7bb9,2,2,4,4,1,2,3,5,3,1,3,4,3,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,6,5,2,0,0,0,1,1,0,0,31,CBC1_1674746525_6,,24,4,5,11,21,44,65,21,63,19,49,26,18,18,10,48,12,,,2,5,4,8,3,4,17
32,10 Mar 2023 - 19:17:03 MST,10 Mar 2023 - 19:19:51 MST,168,165,1678501023,1678501191,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-S911U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2600:4040:93de:a800:a871:45fb:4e0e:8312,360,,631f5fde77cfcb3ff222df57,640be48ded73e20342d5a1b1,64024c13edfbd03a3efa7bb9,1,1,2,4,5,3,3,3,1,4,1,2,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,5,4,2,0,0,0,0,1,0,0,32,CBC1_1674746525_6,,4,5,4,13,3,21,11,9,8,11,11,10,7,6,8,7,6,,,2,2,2,3,4,2,6
33,10 Mar 2023 - 19:19:19 MST,10 Mar 2023 - 19:38:01 MST,1122,1124,1678501159,1678502281,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,Safari 604.1,50.230.215.226,390,,5e9a363724927e0d07782751,640be51728516a64fdd946ab,64024c13edfbd03a3efa7bb9,2,1,3,2,5,3,1,4,5,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,1,7,7,2,0,1,0,0,0,0,0,33,CBC1_1674746525_6,,21,16,3,230,3,15,8,7,9,9,6,81,134,451,12,43,16,,,18,7,8,6,6,6,9
34,10 Mar 2023 - 19:20:54 MST,10 Mar 2023 - 19:31:08 MST,614,614,1678501254,1678501868,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,Safari 604.1,73.125.121.197,414,,5fd3db1bc9868a0e2a4970e6,640be56cf54c497eadbf83bb,64024c13edfbd03a3efa7bb9,3,1,3,6,2,2,4,3,4,3,2,5,5,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,3,7,2,0,0,0,1,1,0,0,34,CBC1_1674746525_6,,15,5,4,25,17,76,56,54,47,17,15,23,43,50,70,26,14,,,3,21,5,4,3,8,13
35,10 Mar 2023 - 19:22:53 MST,10 Mar 2023 - 19:25:48 MST,175,174,1678501373,1678501548,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,75.172.36.138,428,,63a4a1d16970d438c0314bd9,640be5dcb7e5931d6ff5faed,64024c13edfbd03a3efa7bb9,3,2,4,2,4,4,2,3,2,3,3,2,4,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,35,CBC1_1674746525_6,,5,4,7,8,8,27,14,20,9,7,6,6,7,6,4,7,5,,,3,3,3,3,4,3,5
36,10 Mar 2023 - 19:23:14 MST,10 Mar 2023 - 19:29:48 MST,394,394,1678501394,1678501788,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,96.224.87.53,320,,5eee3a583a975d29fd3e6f38,640be53fc60029397c9d4ddf,64024c13edfbd03a3efa7bb9,2,1,2,5,4,2,2,3,1,2,5,1,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,1,0,0,0,6,6,2,0,0,1,0,1,0,0,36,CBC1_1674746525_6,,23,4,4,23,42,36,36,14,13,24,11,16,10,10,22,8,27,,,3,6,5,12,7,21,17
37,10 Mar 2023 - 19:24:05 MST,10 Mar 2023 - 19:29:50 MST,345,341,1678501445,1678501790,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-S901U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,172.59.137.26,360,,60fd8357c1502e02d1d445bc,640be6344b298e8cc6bf83b8,64024c13edfbd03a3efa7bb9,2,1,2,2,2,3,2,2,3,4,2,4,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,3,4,2,0,0,0,0,1,0,0,37,CBC1_1674746525_6,,11,2,4,7,11,43,34,20,25,28,14,24,13,35,18,13,14,,,2,3,3,3,4,3,7
38,10 Mar 2023 - 19:28:06 MST,10 Mar 2023 - 19:37:30 MST,564,564,1678501686,1678502250,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2601:547:1301:ce39:f9e9:3e68:ba83:7e41,375,,6409525cbe03503e37c65b03,640be6f99412b53491e54679,64024c13edfbd03a3efa7bb9,5,2,4,6,2,5,4,3,5,5,2,1,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,0,0,0,0,0,0,4,2,2,0,0,0,1,0,1,0,38,CBC1_1674746525_6,,11,4,8,16,32,54,30,42,50,33,24,35,41,32,23,38,32,,,4,5,5,6,6,5,28
39,10 Mar 2023 - 19:28:09 MST,10 Mar 2023 - 19:32:00 MST,231,228,1678501689,1678501920,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-S908U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36 EdgA/108.0.1462.48",Android 13,EdgA 108.0.1462.48,2600:6c40:6af0:7230:ecd2:b466:39ba:9b63,384,,5c7f2dc436ad0a00110bb122,640be72a4260756e22ccdd86,64024c13edfbd03a3efa7bb9,2,2,4,5,5,5,4,5,4,2,4,5,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,1,0,0,0,4,3,2,0,0,0,0,1,0,0,39,CBC1_1674746525_6,,12,3,4,8,24,29,14,16,11,13,12,14,8,9,9,8,7,,,2,4,3,2,5,5,6
40,10 Mar 2023 - 19:28:30 MST,10 Mar 2023 - 19:31:28 MST,178,176,1678501710,1678501888,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; SM-N960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 10,Chrome 110.0.0.0,23.30.246.185,412,,63d69ccdc2aedd666b740bee,640be7403881bf377cccdd57,64024c13edfbd03a3efa7bb9,4,2,4,3,1,1,3,2,2,2,3,2,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,5,5,1,0,0,0,0,1,0,0,40,CBC1_1674746525_6,,5,2,3,6,6,16,13,11,8,13,12,17,12,8,6,10,5,,,3,2,3,2,3,3,7
41,10 Mar 2023 - 19:28:31 MST,10 Mar 2023 - 19:33:22 MST,291,288,1678501711,1678502002,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:387:4:803::39,375,,63f92add81137539d86c296f,640be7351dbb1dd4265588ff,64024c13edfbd03a3efa7bb9,2,2,4,4,5,5,5,2,5,5,5,3,3,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,0,0,0,0,0,5,6,2,0,0,0,1,0,0,0,41,CBC1_1674746525_6,,6,4,5,10,10,25,32,23,19,20,12,13,20,12,14,20,12,,,5,3,4,3,5,3,8
42,10 Mar 2023 - 19:29:07 MST,10 Mar 2023 - 19:34:29 MST,322,320,1678501747,1678502069,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 5a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2600:1702:1210:f390:f6ef:4abc:150a:9074,412,,63f2f419a8a5cb2f32623b1f,640be75a2b7de87de42a7686,64024c13edfbd03a3efa7bb9,4,2,4,4,2,3,2,1,3,3,4,2,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,0,0,0,0,0,0,6,3,2,0,1,0,0,0,0,0,42,CBC1_1674746525_6,,6,3,5,11,12,47,34,19,13,20,10,20,42,9,17,11,15,,,2,4,2,2,4,3,9
43,10 Mar 2023 - 19:30:27 MST,10 Mar 2023 - 19:34:24 MST,237,236,1678501827,1678502064,1,5,0,,Terminate,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,2601:282:1f24:11ba:84b9:d4fb:c9d8:c5a2,786,,5ec90339ce75e23f70107455,640be79ed48a9fe647f2e29f,64024c13edfbd03a3efa7bb9,3,2,4,6,4,2,4,4,4,4,4,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,1,0,0,0,5,5,2,0,0,1,0,0,0,0,43,CBC1_1674746525_6,,9,7,4,13,5,59,13,9,14,12,9,7,6,5,8,20,10,,,2,3,3,6,3,4,5
44,10 Mar 2023 - 19:30:58 MST,10 Mar 2023 - 19:35:51 MST,293,291,1678501858,1678502151,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",,Mobile 15E148,2600:387:5:807::55,414,,609f58e8af0f5f3acedd9806,640be7bd6802579cd7ee82aa,64024c13edfbd03a3efa7bb9,3,1,3,3,3,4,4,3,3,5,2,1,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,2,3,2,0,0,0,1,1,0,0,44,CBC1_1674746525_6,,10,3,4,7,8,46,18,13,14,15,9,9,12,23,13,14,14,,,10,3,5,3,9,16,13
45,10 Mar 2023 - 19:31:09 MST,10 Mar 2023 - 19:36:40 MST,331,330,1678501869,1678502200,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:6c58:6500:1e64:9998:16c3:ba88:6777,414,,5c1449f1b439140001543ec1,640be7d7942710ab63ef9387,64024c13edfbd03a3efa7bb9,1,2,4,5,4,2,2,2,1,5,5,3,5,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,0,6,3,3,0,0,1,0,1,0,0,45,CBC1_1674746525_6,,7,3,4,12,28,29,20,13,27,25,13,9,9,8,10,11,13,,,3,3,3,3,7,41,29
46,10 Mar 2023 - 19:32:21 MST,10 Mar 2023 - 19:36:03 MST,222,219,1678501941,1678502163,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",Android 13,Chrome 109.0.0.0,76.251.163.131,412,,5c3764ce3acfeb000154ac66,640be81930a65eee6cbcd3b6,64024c13edfbd03a3efa7bb9,2,2,4,2,4,2,3,5,5,4,5,2,2,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,1,0,0,0,6,6,2,0,0,0,0,1,0,0,46,CBC1_1674746525_6,,8,3,5,8,10,28,19,14,17,12,7,8,12,10,8,11,11,,,2,2,2,3,4,3,12
47,10 Mar 2023 - 19:33:06 MST,10 Mar 2023 - 19:39:46 MST,400,581,1678501986,1678502386,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 12; moto g power (2022)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 12,Chrome 110.0.0.0,2607:fb90:b41:1b54:0:4f:a129:fd01,412,,5d4af0a71813250015d3c5c7,640be81e8f8ec7f371ccdd70,64024c13edfbd03a3efa7bb9,2,2,4,5,1,5,3,5,5,4,2,5,2,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,0,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,47,CBC1_1674746525_6,,23,11,4,17,40,91,20,17,25,95,17,59,66,16,10,11,9,,,4,3,4,5,7,5,22
48,10 Mar 2023 - 19:33:57 MST,10 Mar 2023 - 19:37:52 MST,235,233,1678502037,1678502272,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2601:204:4100:1040:51:7e77:bc83:1b1e,412,,5d1d0270601cd7000172942f,640be889c04a6f3f3b4c7a31,64024c13edfbd03a3efa7bb9,3,1,3,3,2,3,5,1,1,1,5,2,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,5,5,2,1,0,0,1,1,0,0,48,CBC1_1674746525_6,,9,2,4,9,15,24,16,10,12,11,16,12,11,22,13,10,12,,,2,4,2,3,6,2,6
49,10 Mar 2023 - 19:34:51 MST,10 Mar 2023 - 19:46:18 MST,687,686,1678502091,1678502778,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 12; S6303L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 12,Chrome 110.0.0.0,76.143.88.19,361,,5daf758895628c0017e6e1f9,640be87476c35ce3371a1696,64024c13edfbd03a3efa7bb9,2,1,2,5,3,1,4,4,4,3,1,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,0,0,0,0,0,3,2,2,1,0,1,1,1,0,0,49,CBC1_1674746525_6,,56,20,8,17,199,62,38,52,34,26,15,28,19,16,11,15,14,,,5,6,4,6,6,9,20
50,10 Mar 2023 - 19:35:38 MST,10 Mar 2023 - 19:43:38 MST,480,484,1678502138,1678502618,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-S127DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",Android 11,Chrome 87.0.4280.141,2607:fb90:5fee:252:0:56:cfcc:9b01,384,,63e461c4bdc3693c05d515a1,640be8c75f67366f00bf83e0,64024c13edfbd03a3efa7bb9,2,1,2,5,1,3,3,1,1,1,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,50,CBC1_1674746525_6,,9,7,38,11,22,29,37,22,30,25,32,19,39,16,33,20,26,,,5,5,4,4,5,6,40
51,10 Mar 2023 - 19:35:52 MST,10 Mar 2023 - 19:42:10 MST,378,375,1678502152,1678502530,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:1700:d260:7c40:64b3:bdaa:d944:e97d,430,,6017ee441e8f20aa1fbfb114,640be8f8b9ab8ff9a42beca8,64024c13edfbd03a3efa7bb9,2,1,3,2,2,4,3,1,2,2,2,5,3,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,1,0,0,5,2,2,0,0,0,0,1,0,0,51,CBC1_1674746525_6,,6,4,8,5,9,35,26,67,37,15,27,15,10,6,42,13,13,,,3,2,8,2,4,3,15
52,10 Mar 2023 - 19:35:54 MST,10 Mar 2023 - 19:37:56 MST,122,121,1678502154,1678502276,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/109.0.5414.83 Mobile/15E148 Safari/604.1",,Mobile 15E148,2600:1702:1580:7a60:e1ff:74bb:36d7:3f28,414,,63e52919456a8ddfde596343,640be8fb81d4d7f72c722030,64024c13edfbd03a3efa7bb9,4,2,2,3,3,1,2,1,3,1,4,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0,0,0,0,0,3,7,2,0,0,0,0,0,0,1,52,CBC1_1674746525_6,,3,4,2,5,3,8,5,5,9,7,4,5,5,5,4,7,6,,,2,2,3,2,2,7,16
53,10 Mar 2023 - 19:36:01 MST,10 Mar 2023 - 19:46:50 MST,649,646,1678502161,1678502810,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:1700:60c:850:d45a:8023:c6a4:39f0,414,,605ff0746397c26c436b88af,640be9005346e77b6da49361,64024c13edfbd03a3efa7bb9,2,1,3,5,1,5,5,5,2,3,5,2,5,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,1,0,0,0,5,6,2,0,0,1,0,1,0,0,53,CBC1_1674746525_6,,6,4,3,12,409,38,15,14,13,12,11,14,12,15,13,16,11,,,6,3,2,3,3,3,8
54,10 Mar 2023 - 19:36:22 MST,10 Mar 2023 - 19:47:36 MST,674,724,1678502182,1678502856,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2607:fb90:8d8f:dc3d:c5a4:96fe:12ec:118e,390,,5fd5b5a8c19e0c41af96b96e,640be8ff99f4eca28143de7d,64024c13edfbd03a3efa7bb9,1,2,4,1,1,4,1,1,2,1,1,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,3,4,2,1,0,0,0,1,0,0,54,CBC1_1674746525_6,,7,4,5,8,23,50,27,24,134,8,314,11,15,11,12,15,13,,,3,5,4,5,9,4,13
55,10 Mar 2023 - 19:36:30 MST,10 Mar 2023 - 19:39:08 MST,158,157,1678502190,1678502348,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,Safari 604.1,98.115.61.192,375,,63d53c6bc368b9fa8d33f4cf,640be8f7278dcc25e7011058,64024c13edfbd03a3efa7bb9,6,2,4,,3,1,2,4,4,2,4,3,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,3,5,2,0,1,0,0,1,0,0,55,CBC1_1674746525_6,,5,3,4,,5,25,21,7,10,8,8,6,5,6,5,5,7,,,3,3,2,3,5,4,7
56,10 Mar 2023 - 19:36:34 MST,10 Mar 2023 - 19:42:45 MST,371,369,1678502194,1678502565,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",,Mobile 15E148,97.85.125.251,390,,60cd5d87a2ac59cf0b99a5a6,640be91485af9832f38c668a,64024c13edfbd03a3efa7bb9,4,1,4,2,3,2,2,2,1,5,1,3,5,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,0,0,0,0,0,6,4,2,1,0,1,1,1,0,0,56,CBC1_1674746525_6,,6,4,3,7,49,43,33,19,19,27,16,22,13,13,20,26,12,,,4,4,4,4,6,3,12
57,10 Mar 2023 - 19:38:12 MST,10 Mar 2023 - 19:40:53 MST,161,159,1678502292,1678502453,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/110.1  Mobile/15E148 Safari/605.1.15",,Safari 605.1.15,2607:fb90:8e14:2b1c:6cb8:7381:2bcc:ec13,390,,6005fd9c8bbd67931607e518,640be980d0f4f7ff09a4934f,64024c13edfbd03a3efa7bb9,2,1,2,2,2,2,1,1,1,4,1,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,1,0,0,0,5,3,2,1,0,1,1,1,0,0,57,CBC1_1674746525_6,,11,5,3,4,4,10,12,8,12,8,6,14,9,8,5,6,7,,,3,3,3,2,6,2,8
58,10 Mar 2023 - 19:38:27 MST,10 Mar 2023 - 19:42:33 MST,246,244,1678502307,1678502553,1,5,0,,Terminate,1,Mozilla/5.0 (Android 13; Mobile; rv:109.0) Gecko/110.0 Firefox/110.0,Android 13,Firefox 110.0,104.246.42.37,414,,5611f6dd7ffc8a00058117e7,640be9867f6ef030a79d4df6,64024c13edfbd03a3efa7bb9,2,1,3,7,3,4,2,4,3,2,4,2,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,3,3,2,0,0,0,1,1,0,0,58,CBC1_1674746525_6,,8,6,6,17,14,20,13,16,8,12,10,13,13,10,12,9,13,,,9,5,7,3,7,4,9
59,10 Mar 2023 - 19:38:49 MST,10 Mar 2023 - 19:43:49 MST,300,298,1678502329,1678502629,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,24.213.34.21,393,,5f877e0715f8781a0c7c3ab8,640be9aa4488679ab8e501df,64024c13edfbd03a3efa7bb9,2,1,2,3,2,2,4,1,1,1,3,4,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,0,0,0,0,0,0,5,2,2,1,0,1,1,1,0,0,59,CBC1_1674746525_6,,8,5,6,23,21,33,15,11,13,19,9,14,22,24,9,12,14,,,5,3,1,4,3,5,19
