sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,PROLIFICPID,SESSIONID,SURVEYID,Q1,Q2,Q3,Q4,CBC_Random1,CBC_Random2,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random7,CBC_Random8,CBC_Random9,CBC_Random10,CBC_Random11,CBC_Random12,CBCSwipe_Con1,CBCSwipe_Con2,CBCSwipe_Con3,CBCSwipe_Con4,CBCSwipe_Con5,CBCSwipe_Con6,CBCSwipe_Con7,CBCSwipe_Con8,CBCSwipe_Con9,CBCSwipe_Con10,CBCSwipe_Con11,CBCSwipe_Con12,CBCSwipe_Con13,CBCSwipe_Con14,CBCSwipe_Con15,CBCSwipe_Con16,CBCSwipe_Con17,CBCSwipe_Con18,CBCSwipe_Con19,CBCSwipe_Con20,CBCSwipe_Con21,CBCSwipe_Con22,CBCSwipe_Con23,CBCSwipe_Con24,CBCSwipe_Con25,CBCSwipe_Con26,CBCSwipe_Con27,CBCSwipe_Con28,CBCSwipe_Con29,CBCSwipe_Con30,CBCSwipe_Con31,CBCSwipe_Con32,CBCSwipe_Con33,CBCSwipe_Con34,CBCSwipe_Con35,CBCSwipe_Con36,Gender,Age,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Education,Income,Experience,Satisfaction_1,Satisfaction_2,Satisfaction_3,Satisfaction_4,Satisfaction_5,Satisfaction_6,Satisfaction_7,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27
29,10 Mar 2023 - 19:23:57 MST,10 Mar 2023 - 19:28:45 MST,288,287,1678501437,1678501725,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-G781U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,70.121.151.14,360,,5ce6fface788a7001a3e94f1,640be6243c34d10d2aee82b5,64024c13edfbd03a3efa7bb9,4,1,2,5,2,1,3,1,5,2,5,5,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,1,0,0,0,0,0,3,2,2,1,0,1,1,1,0,0,29,CBC1_1674746525_6,,7,3,3,16,19,26,21,13,18,8,32,8,14,13,19,10,16,,,2,9,3,5,4,5,13
30,10 Mar 2023 - 19:25:38 MST,10 Mar 2023 - 19:29:04 MST,206,204,1678501538,1678501744,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-A102U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",Android 11,Chrome 108.0.0.0,2600:100b:b133:7e7b:e4ce:ee91:482e:2983,360,,63647b449ebb941211f7db5c,640be69476c35ce3371a1683,64024c13edfbd03a3efa7bb9,2,2,4,5,4,5,5,2,5,5,5,1,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0,0,30,CBC1_1674746525_6,,9,4,3,8,8,34,10,10,14,12,8,12,9,8,9,9,9,,,3,4,2,4,5,3,7
31,10 Mar 2023 - 19:26:22 MST,10 Mar 2023 - 19:30:47 MST,265,264,1678501582,1678501847,1,5,0,,Terminate,1,Mozilla/5.0 (Android 13; Mobile; rv:109.0) Gecko/109.0 Firefox/109.0,Android 13,Firefox 109.0,74.74.130.230,360,,61689fe421be591ff5b59a97,640be6ac6687eaea264dd0a7,64024c13edfbd03a3efa7bb9,3,1,3,2,3,5,5,4,4,5,4,1,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,0,0,0,0,0,0,3,3,2,0,0,1,1,1,0,0,31,CBC1_1674746525_6,,15,5,4,7,10,35,26,14,9,24,11,10,16,9,9,17,8,,,2,3,3,4,8,3,12
32,10 Mar 2023 - 19:26:50 MST,10 Mar 2023 - 19:38:57 MST,727,723,1678501610,1678502337,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 6.0.1; SM-S727VL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",Android 6.0.1,Chrome 106.0.0.0,174.231.208.194,360,,5c46b35f904c420001274333,640be6ac2584ae627e13faeb,64024c13edfbd03a3efa7bb9,4,2,4,6,5,3,1,5,5,2,3,2,2,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,0,0,0,0,0,0,2,1,2,1,0,1,1,1,0,0,32,CBC1_1674746525_6,,21,7,5,16,39,42,36,53,28,35,38,18,17,22,15,248,15,,,5,9,5,6,6,14,23
33,10 Mar 2023 - 19:27:12 MST,10 Mar 2023 - 19:33:19 MST,367,367,1678501632,1678501999,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,Safari 604.1,73.62.189.218,375,,5b7c8f40c4e6ad0001d362fa,640be6d3672fd5aad713faa5,64024c13edfbd03a3efa7bb9,6,1,4,,1,2,2,3,2,4,3,4,2,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,5,3,2,1,0,0,0,1,0,0,33,CBC1_1674746525_6,,5,5,4,,34,60,21,13,26,14,15,12,16,12,16,71,11,,,4,2,6,3,5,3,9
34,10 Mar 2023 - 19:27:27 MST,10 Mar 2023 - 19:31:59 MST,272,269,1678501647,1678501919,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",,Mobile 15E148,75.244.83.112,390,,5d825b67d27dc700019110ac,640be6fdb4d8c56aa782f07a,64024c13edfbd03a3efa7bb9,2,2,4,4,1,5,2,5,5,4,4,3,5,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,0,0,0,0,0,0,5,3,2,0,0,0,1,1,0,0,34,CBC1_1674746525_6,,4,4,4,12,13,29,16,11,11,12,13,13,35,37,7,7,9,,,2,5,5,4,4,3,9
35,10 Mar 2023 - 19:28:04 MST,10 Mar 2023 - 19:39:48 MST,704,702,1678501684,1678502388,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 12; SM-G998U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 12,Chrome 110.0.0.0,2600:1011:b1a7:94a6:f12c:c7ae:1d5c:ea68,384,,6010b744db280e455a5250bd,640be718f5e91806cf4c7a3d,64024c13edfbd03a3efa7bb9,2,1,2,2,3,5,4,1,4,4,2,1,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,0,0,0,0,0,0,6,5,2,0,0,1,1,1,0,0,35,CBC1_1674746525_6,,333,4,7,24,10,26,19,11,14,10,13,17,13,24,97,11,7,,,5,6,5,15,14,5,12
36,10 Mar 2023 - 19:29:55 MST,10 Mar 2023 - 19:35:56 MST,361,391,1678501795,1678502156,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2600:6c67:5c7f:91be:dc17:679e:ab8e:f36f,412,,62feea1f1c91d55f9b0f21c0,640be78d8f8ec7f371ccdd69,64024c13edfbd03a3efa7bb9,2,1,4,4,3,2,2,3,1,2,3,2,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,0,0,0,0,0,0,5,4,2,0,0,0,0,1,0,0,36,CBC1_1674746525_6,,7,9,5,19,6,52,24,28,28,78,18,7,6,9,8,11,8,,,3,3,2,15,6,22,17
37,10 Mar 2023 - 19:30:45 MST,10 Mar 2023 - 19:34:26 MST,221,221,1678501845,1678502066,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 7 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,173.52.239.86,412,,5e54a8f48564974aac82a5e1,640be7b3ef666167566d35c9,64024c13edfbd03a3efa7bb9,4,1,3,2,1,2,2,2,3,4,3,4,4,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,3,5,2,1,0,1,0,0,0,0,37,CBC1_1674746525_6,,9,4,4,11,45,27,14,9,10,13,7,7,6,5,8,7,5,,,2,3,2,4,3,4,12
38,10 Mar 2023 - 19:31:14 MST,10 Mar 2023 - 19:34:25 MST,191,189,1678501874,1678502065,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,Safari 604.1,2603:9001:6700:8eaf:f9bd:1e75:b2a6:95c5,414,,61018f595798ed7d1df1222b,640be7e4e7741d91c75588c4,64024c13edfbd03a3efa7bb9,1,2,4,7,2,5,3,3,5,5,2,5,2,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,2,4,2,0,0,0,0,1,0,0,38,CBC1_1674746525_6,,5,2,4,9,9,15,8,9,12,14,12,10,19,9,10,9,6,,,2,2,3,2,5,3,10
39,10 Mar 2023 - 19:31:57 MST,10 Mar 2023 - 19:38:04 MST,367,365,1678501917,1678502284,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; M2006C3MII) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 10,Chrome 110.0.0.0,173.198.248.39,360,,5980128635fbf100017d0861,640be7105f67366f00bf83bc,64024c13edfbd03a3efa7bb9,2,1,2,7,5,5,1,5,5,3,5,4,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,5,5,2,1,0,0,1,1,0,0,39,CBC1_1674746525_6,,23,6,10,16,41,57,54,22,12,12,13,11,10,8,9,10,15,,,4,4,5,4,5,3,11
40,10 Mar 2023 - 19:32:02 MST,10 Mar 2023 - 19:36:02 MST,240,239,1678501922,1678502162,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",,Mobile 15E148,2601:86:c380:2140:4d8b:d55:917:b6b1,414,,60c2d24ec38313ef7ac18471,640be80d86a5444b044dd07f,64024c13edfbd03a3efa7bb9,1,2,4,4,2,2,2,5,4,4,5,2,5,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,0,0,0,0,0,5,6,2,1,0,1,0,0,0,0,40,CBC1_1674746525_6,,12,10,10,9,7,29,14,12,10,13,11,9,9,15,13,8,15,,,3,5,4,2,4,3,12
41,10 Mar 2023 - 19:32:39 MST,10 Mar 2023 - 19:41:56 MST,557,554,1678501959,1678502516,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-S908U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2601:81:8401:35f0:ff9f:3d85:c3d0:6aac,412,,5dc807ff27a267592c6129f5,640be839a3069b7f34009df5,64024c13edfbd03a3efa7bb9,4,1,2,5,5,1,5,4,3,2,1,5,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,0,0,0,0,0,5,3,1,0,0,0,0,1,0,0,41,CBC1_1674746525_6,,5,4,4,13,27,41,24,20,12,20,13,11,9,252,12,11,7,,,40,4,1,3,5,3,13
42,10 Mar 2023 - 19:33:24 MST,10 Mar 2023 - 19:37:39 MST,255,253,1678502004,1678502259,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:387:2:803::ba,375,,60fe260bc7c56cb5b1e588bd,640be85d3b621ca5f5011060,64024c13edfbd03a3efa7bb9,6,2,4,,2,3,3,4,1,1,3,3,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,2,2,2,1,0,0,1,1,0,0,42,CBC1_1674746525_6,,8,4,5,,36,30,14,14,12,8,9,15,13,10,8,13,8,,,3,4,5,3,6,5,20
43,10 Mar 2023 - 19:34:24 MST,10 Mar 2023 - 19:39:14 MST,290,288,1678502064,1678502354,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.83 Mobile/15E148 Safari/604.1",,Mobile 15E148,154.160.0.236,414,,63d6ffe31d0f4bc7fad6c995,640be8506802579cd7ee82b2https://Swipe.sawtoothsoftware.com/cgi-bin/ciwweb.pl?studyname=IntroStudy,64024c13edfbd03a3efa7bb9,3,1,2,3,2,1,1,1,3,3,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,0,0,0,0,0,6,5,2,1,0,0,0,0,0,0,43,CBC1_1674746525_6,,17,7,4,18,4,29,17,17,8,7,12,16,8,8,12,14,12,,,7,7,15,13,10,15,11
44,10 Mar 2023 - 19:34:42 MST,10 Mar 2023 - 19:39:53 MST,311,311,1678502082,1678502393,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,162.219.62.176,390,,610301137498dc46e622b491,640be8b628cd35bae9417616,64024c13edfbd03a3efa7bb9,6,1,2,,2,2,3,2,3,2,4,3,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,3,2,2,1,0,0,1,1,0,0,44,CBC1_1674746525_6,,12,3,8,,30,54,23,13,20,16,12,17,12,14,12,20,10,,,3,4,5,5,7,3,8
45,10 Mar 2023 - 19:34:58 MST,10 Mar 2023 - 19:39:30 MST,272,269,1678502098,1678502370,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,173.191.67.206,414,,61692abb0f3acf7a49d91533,640be893ae6fd0b9f6d511f4,64024c13edfbd03a3efa7bb9,2,1,1,5,2,3,1,1,2,1,3,3,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,1,0,0,0,5,1,2,1,0,0,1,0,0,0,45,CBC1_1674746525_6,,10,3,3,11,6,36,19,10,9,7,7,9,10,69,7,8,13,,,3,3,2,6,5,3,10
46,10 Mar 2023 - 19:35:31 MST,10 Mar 2023 - 19:38:46 MST,195,194,1678502131,1678502326,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 6a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,174.82.143.6,412,,5d6ab68809f9270001dac666,640be8dfe45304070643de5e,64024c13edfbd03a3efa7bb9,2,2,4,1,3,3,1,4,3,2,1,4,2,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,5,2,3,0,1,0,1,1,0,0,46,CBC1_1674746525_6,,6,4,4,9,16,19,13,11,12,7,7,17,8,13,8,5,5,,,3,2,3,3,5,4,10
47,10 Mar 2023 - 19:36:16 MST,10 Mar 2023 - 19:39:40 MST,204,203,1678502176,1678502380,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2601:681:4a00:dea0:749c:9c71:d3d6:1446,320,,5f11e883afd70a0d94572e6a,640be90b32167ea5b6011079,64024c13edfbd03a3efa7bb9,4,1,3,7,3,4,4,4,4,3,2,5,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,0,0,0,0,0,0,6,5,2,0,0,0,0,1,0,0,47,CBC1_1674746525_6,,7,3,4,5,10,22,11,13,13,8,6,15,12,9,7,7,14,,,3,4,8,8,4,3,7
48,10 Mar 2023 - 19:37:03 MST,10 Mar 2023 - 19:40:16 MST,193,191,1678502223,1678502416,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-S205DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 11,Chrome 110.0.0.0,66.85.230.190,412,,5f08b9764316f010fc8e0f5c,640be935661d75e8b3c946f2,64024c13edfbd03a3efa7bb9,2,1,4,5,2,3,2,2,1,3,3,2,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,3,2,3,0,0,1,0,1,0,0,48,CBC1_1674746525_6,,8,2,4,15,12,35,17,12,7,7,9,9,8,5,5,4,6,,,2,3,2,3,3,4,9
49,10 Mar 2023 - 19:37:20 MST,10 Mar 2023 - 19:44:09 MST,409,408,1678502240,1678502649,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:387:3:803::70,375,,60632b562ed6028c6bb905a6,640be94d52986e84d4bcd3a1,64024c13edfbd03a3efa7bb9,4,2,4,4,3,1,3,1,4,3,1,3,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,0,0,0,0,0,0,6,2,2,0,0,0,0,1,0,0,49,CBC1_1674746525_6,,16,6,9,18,41,50,40,27,28,15,14,15,14,16,14,19,11,,,8,5,7,6,7,6,16
50,10 Mar 2023 - 19:37:56 MST,10 Mar 2023 - 19:42:01 MST,245,243,1678502276,1678502521,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2601:199:880:42f0:19e1:4694:c2a0:e27,390,,60fc91937ebd7bf510751ab3,640be96a67c454d93675632c,64024c13edfbd03a3efa7bb9,1,2,4,5,1,1,3,1,1,4,3,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,3,6,2,0,1,0,0,1,0,0,50,CBC1_1674746525_6,,7,4,5,15,19,22,17,17,19,10,16,11,13,8,6,8,9,,,2,4,3,6,5,4,13
51,10 Mar 2023 - 19:38:14 MST,10 Mar 2023 - 19:41:39 MST,205,204,1678502294,1678502499,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",Android 9,Chrome 106.0.5249.126,2603:6080:9400:2e33:b165:21e8:ff10:cdd4,412,,5ec6747917fbef0476a0841a,640be897ed73e20342d5a1ed,64024c13edfbd03a3efa7bb9,6,1,3,,5,5,5,5,5,5,5,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,0,0,0,1,5,7,2,1,0,0,0,1,1,0,51,CBC1_1674746525_6,,11,4,6,,18,34,12,14,6,7,5,9,10,12,5,6,14,,,3,4,4,3,5,3,9
52,10 Mar 2023 - 19:38:20 MST,10 Mar 2023 - 19:41:46 MST,206,205,1678502300,1678502506,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 12; moto g stylus 5G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 12,Chrome 110.0.0.0,2603:6080:be01:33ce:928:1e27:3eec:d66,388,,5ee811d6f82aa71171ed4d83,640be98c3dd7e1b234a493a1,64024c13edfbd03a3efa7bb9,2,2,4,2,4,3,1,4,2,4,2,3,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,1,52,CBC1_1674746525_6,,5,4,4,7,7,14,25,17,13,14,14,10,11,7,6,6,10,,,2,2,5,6,6,4,6
53,10 Mar 2023 - 19:39:06 MST,10 Mar 2023 - 19:42:16 MST,190,190,1678502346,1678502536,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A115U1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",Android 12,Chrome 106.0.5249.126,173.218.110.13,412,,63e848bf34010559548e0ca0,640be9b4d9ce5f274e0c79d7,64024c13edfbd03a3efa7bb9,6,2,4,,3,2,4,1,3,2,4,3,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,4,2,2,1,0,1,1,1,0,0,53,CBC1_1674746525_6,,8,4,4,,14,18,12,9,11,10,8,11,12,12,8,10,10,,,3,2,3,4,3,7,7
54,10 Mar 2023 - 19:39:18 MST,10 Mar 2023 - 19:43:46 MST,268,266,1678502358,1678502626,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,Safari 604.1,104.50.209.43,430,,62fb85a89ccb1ac663b54783,640be9c4bc6c6514d992d708,64024c13edfbd03a3efa7bb9,4,2,4,4,5,3,4,5,5,4,4,2,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,5,5,2,1,0,1,1,1,0,0,54,CBC1_1674746525_6,,29,4,3,15,7,32,10,7,10,10,11,15,10,9,13,22,12,,,3,2,3,8,4,19,8
55,10 Mar 2023 - 19:40:10 MST,10 Mar 2023 - 19:43:57 MST,227,227,1678502410,1678502637,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2600:1700:920:3ee0:72c5:e2c4:caf9:b07b,412,,629531cb501e6d23d9797050,640be9d14751bf0a5abf8384,64024c13edfbd03a3efa7bb9,3,2,4,1,3,2,2,5,1,5,4,5,2,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,0,0,0,0,0,0,6,5,2,0,0,0,1,0,0,0,55,CBC1_1674746525_6,,6,4,3,5,14,32,17,20,18,10,11,9,10,13,9,9,11,,,2,3,3,3,4,3,8
56,10 Mar 2023 - 19:40:48 MST,10 Mar 2023 - 19:44:59 MST,251,248,1678502448,1678502699,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-S901U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",Android 13,Chrome 111.0.0.0,98.52.253.172,320,,63d17df9c49d91226bd45490,640bea1abc23c6ba584be634,64024c13edfbd03a3efa7bb9,5,2,4,4,2,1,2,1,1,2,1,3,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,0,0,0,0,0,6,6,2,0,0,0,0,1,0,0,56,CBC1_1674746525_6,,6,3,5,10,17,29,19,12,9,16,13,11,13,18,6,11,12,,,2,6,3,4,6,6,11
57,10 Mar 2023 - 19:41:10 MST,10 Mar 2023 - 19:43:53 MST,163,163,1678502470,1678502633,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,98.149.6.8,414,,6314bc49055e150c92f4736e,640bea35ee3cb2e6f9d511d5,64024c13edfbd03a3efa7bb9,2,1,2,2,2,1,4,4,4,3,3,4,2,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,1,0,0,0,5,4,2,0,1,0,0,0,0,0,57,CBC1_1674746525_6,,5,3,3,6,5,21,14,11,11,5,8,9,7,10,7,7,8,,,3,3,2,3,3,3,6
58,10 Mar 2023 - 19:41:56 MST,10 Mar 2023 - 19:42:13 MST,17,17,1678502516,1678502533,1,2,0,,CBC_Random1,1,Mozilla/5.0 (Android 13; Mobile; rv:109.0) Gecko/110.0 Firefox/110.0,Android 13,Firefox 110.0,2600:1017:b116:2af9:e91d:94bb:5434:9806,414,,5c3a5009fb7feb00014290f1,640bea69d0030e4a672a76a4,64024c13edfbd03a3efa7bb9,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,CBC1_1674746525_6,,5,2,3,3,4,,,,,,,,,,,,,,,,,,,,,
59,10 Mar 2023 - 19:42:07 MST,10 Mar 2023 - 19:50:47 MST,520,516,1678502527,1678503047,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,Safari 604.1,174.134.34.162,428,,608f2aa883599160c8b87a79,640bea0208dffe20ccf2e25c,64024c13edfbd03a3efa7bb9,2,2,4,2,3,1,1,2,4,3,1,3,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,5,2,2,1,0,1,0,1,0,0,59,CBC1_1674746525_6,,69,2,6,4,3,92,18,27,8,15,75,29,12,10,9,98,13,,,3,3,3,2,3,3,9
